"ID","Gene symbol"
"A_19_P00317052","RNF213"
"A_33_P3252359","BDH1"
"A_23_P146417","C9orf5"
"A_23_P79628","PSME4"
"A_33_P3222109","XG"
"A_23_P259506","C5orf32"
"A_19_P00316063","LOC100506190"
"A_32_P83098","SCNN1B"
"A_19_P00316333","LOC100506714"
"A_24_P353103","ZNF599"
"A_23_P112260","GNG10"
"A_23_P125303","IGSF1"
"A_21_P0005353","XLOC_005972"
"A_33_P3282688","LOC100130027"
"A_23_P70670","CD83"
"A_23_P342934","TLE3"
"A_24_P267293","SARM1"
"A_24_P88775","ZNF514"
"A_33_P3395630",""
"A_33_P3370244","C16orf96"
"A_21_P0010903","XLOC_l2_002110"
"A_33_P3885807","LOC399875"
"A_24_P298545","ZNF257"
"A_33_P3375809","LOC729970"
"A_21_P0007013","XLOC_008922"
"A_21_P0010869","XLOC_l2_001947"
"A_23_P167789","FAM53C"
"A_21_P0014526","LOC100506430"
"A_23_P97250","GON4L"
"A_21_P0002256","XLOC_001561"
"A_21_P0013953","LOC653720"
"A_33_P3332860","STX16"
"A_24_P256380","WLS"
"A_21_P0007908","LINC00327"
"A_33_P3781344","LOC339593"
"A_21_P0000757","LOC100507377"
"A_33_P3368358","NEDD9"
"A_33_P3242733","PKDCC"
"A_21_P0005561","XLOC_006101"
"A_21_P0001335","XLOC_000283"
"A_21_P0008781","XLOC_011583"
"A_33_P3234377",""
"A_33_P3705339","LOC339685"
"A_23_P406330","SMAP2"
"A_23_P98616","SLC22A6"
"A_33_P3224050",""
"A_33_P3379941","HMGXB3"
"A_33_P3384932","NUDT8"
"A_23_P205228","ATP7B"
"A_23_P350719","PRSS30P"
"A_19_P00320841","C17orf51"
"A_21_P0005403","XLOC_006179"
"A_33_P3259447","LOC645752"
"A_23_P324340","DISP2"
"A_21_P0014562","LOC100505636"
"A_33_P3317618","SYN2"
"A_33_P3404744","KIAA1958"
"A_19_P00322611","XLOC_006883"
"A_24_P143171","TMEM47"
"A_23_P46964","HIF1AN"
"A_21_P0002994","XLOC_002726"
"A_24_P66932","LOC729080"
"A_33_P3382296","LOC100129662"
"A_23_P409516","FAM122A"
"A_21_P0012354","XLOC_l2_009504"
"A_33_P3251462","C20orf141"
"A_21_P0011794","XLOC_l2_007237"
"A_24_P943922","CACHD1"
"A_33_P3395532","IFIT1B"
"A_21_P0012888","XLOC_l2_011922"
"A_23_P28590","FASTKD1"
"A_23_P257956","ILF2"
"A_33_P3251342","CYP3A4"
"A_33_P3299565","LEKR1"
"A_33_P3396600","KDM4B"
"A_32_P58425","PHF13"
"A_21_P0012664","XLOC_l2_011102"
"A_21_P0011721","LOC100505555"
"A_23_P147431","LYN"
"A_23_P29836","TMEM42"
"A_21_P0003743","XLOC_003961"
"A_24_P59053",""
"A_21_P0005109","XLOC_005180"
"A_33_P3393751",""
"A_24_P417606",""
"A_24_P141019","ST7"
"A_33_P3323313","ZNF487P"
"A_33_P3395848","VSIG10L"
"A_23_P15123","UBFD1"
"A_33_P3396553",""
"A_24_P565556","ALG1"
"A_23_P17914","PNPLA3"
"A_21_P0003256","XLOC_002880"
"A_33_P3303519","CLEC12B"
"A_23_P251680","COMT"
"A_21_P0014697","LOC100509315"
"A_23_P148969","LRRC40"
"A_23_P157449","POLR2K"
"A_33_P3360540","AGPAT2"
"A_33_P3354291","KIAA1656"
"A_33_P3351681","CCDC67"
"A_24_P8454","SPAG9"
"A_32_P32653","SENP5"
"A_23_P321511","MARCH3"
"A_21_P0014946","FLJ20518"
"A_33_P3257861","SARDH"
"A_33_P3371305",""
"A_21_P0000141","RBM4"
"A_21_P0011311","XLOC_l2_004611"
"A_23_P167005","GPR160"
"A_21_P0007827","CCDC91"
"A_23_P73571","MUM1L1"
"A_33_P3309919","RWDD1"
"A_33_P3417740",""
"A_21_P0003960","XLOC_004274"
"A_21_P0014737","LOC100506861"
"A_21_P0014017","LOC100652790"
"A_23_P148513","GNG5"
"A_33_P3298251",""
"A_23_P116840","C12orf44"
"A_23_P20107","GSTK1"
"A_21_P0001178","XLOC_001023"
"A_21_P0013263","XLOC_l2_013560"
"A_21_P0007616","XLOC_009858"
"A_24_P137897","IFRD1"
"A_33_P3762913","LOC100216546"
"A_24_P37939","RPS14"
"A_23_P112774","PTP4A3"
"A_33_P3422439",""
"A_32_P888644",""
"A_33_P3417464",""
"A_33_P3281990","OR52E8"
"A_33_P3344204","ZDHHC11"
"A_24_P309095","RELN"
"A_23_P201764","DHDDS"
"A_33_P3385351",""
"A_33_P3239052","ABCA17P"
"A_23_P149626","PLEKHG5"
"A_32_P130577",""
"A_21_P0014448","LOC100505525"
"A_33_P3357332",""
"A_33_P3407034","KIT"
"A_33_P3405424","IL4I1"
"A_33_P3412468","SLC25A27"
"A_23_P27128","KLHL10"
"A_33_P3328653","CELSR1"
"A_21_P0014764","TSRM"
"A_33_P3423171","WDR6"
"A_33_P3326210","ESCO2"
"A_23_P312863","TUBB4B"
"A_33_P3251093","SLC36A1"
"A_33_P3306024","SIGLEC16"
"A_21_P0013669","XLOC_l2_015288"
"A_33_P3314468","IMMT"
"A_23_P98571","PPP1R32"
"A_21_P0002828","XLOC_002981"
"A_33_P3296181","CCL3L3"
"A_33_P3282241","OR5D16"
"A_24_P491397","LDLRAD1"
"A_33_P3409302","COX15"
"A_33_P3314176","FAM46C"
"A_24_P336853","PNO1"
"A_21_P0010176","XLOC_014008"
"A_33_P3237522",""
"A_33_P3285275","CACNB2"
"A_33_P3302696","PPM1D"
"A_32_P4985","CAMTA1"
"A_23_P4714","MIA"
"A_21_P0010308","LOC100506334"
"A_21_P0006337","LOC401561"
"A_23_P413923","DMRTA1"
"A_19_P00320611","LOC100506694"
"A_33_P3223106","ZNF890P"
"A_21_P0006953","XLOC_008695"
"A_33_P3257554","CNTRL"
"A_33_P3833211","DNA2"
"A_21_P0008329","XLOC_010811"
"A_21_P0002956","XLOC_002636"
"A_33_P3382403","FAM75A3"
"A_23_P119130","RPS19"
"A_21_P0000566","UBE2L3"
"A_21_P0011192","XLOC_l2_004072"
"A_33_P3394744","DMRT2"
"A_33_P3351052","POU3F1"
"A_33_P3519683","ZBTB8OS"
"A_24_P360763","CREM"
"A_33_P3292126",""
"A_32_P47107","LOC100129104"
"A_23_P356004","KCNIP3"
"A_33_P3292919","TCOF1"
"A_33_P3702350","LOC339822"
"A_33_P3244249","SH3TC2"
"A_23_P91035","TSPYL6"
"A_23_P385217","ARL8B"
"A_23_P46105","HAO2"
"A_33_P3873533","LOC613126"
"A_21_P0009244","XLOC_012196"
"A_32_P114896","PTGES3"
"A_21_P0005427","XLOC_006240"
"A_21_P0004796","XLOC_005891"
"A_23_P370142","PAFAH1B2"
"A_23_P116414","PLA2G16"
"A_32_P439662","DNAH17"
"A_23_P67127","TMEM145"
"A_33_P3382769","UBE2Q2P3"
"A_33_P3316683","SNX21"
"A_23_P20752","CDK20"
"A_33_P3229809","FLJ25363"
"A_23_P201647","SMG7"
"A_21_P0000356","SCARNA11"
"A_23_P330908","DERL1"
"A_33_P3312049",""
"A_33_P3403400","C6orf127"
"A_24_P945000","SKA2"
"A_33_P3237734","DCLK2"
"A_21_P0003032","XLOC_002813"
"A_19_P00316624","XLOC_l2_011173"
"A_21_P0006923","XLOC_008637"
"A_21_P0005088","XLOC_005924"
"A_33_P3462422","THEMIS"
"A_33_P3271341",""
"A_21_P0014088","LOC100506439"
"A_23_P151436","ALG5"
"A_33_P3398965","CALML4"
"A_21_P0008941","XLOC_011723"
"A_23_P11915","GDAP2"
"A_23_P323196","MDS2"
"A_21_P0013081","XLOC_l2_013000"
"A_21_P0000371","SNORD7"
"A_24_P916614","PTBP3"
"A_24_P921610","PAR5"
"A_21_P0008897","LOC283867"
"A_23_P310560","NUDT16"
"A_23_P89310","EPN2"
"A_21_P0007655","XLOC_009935"
"A_33_P3306452",""
"A_24_P259276","ZDHHC24"
"A_21_P0000691","LOC100133445"
"A_24_P200942","TSC22D4"
"A_21_P0004212","XLOC_004263"
"A_33_P3423626",""
"A_33_P3232204","LOC100128343"
"A_21_P0003317","XLOC_003548"
"A_23_P141345","MPP3"
"A_21_P0008851","XLOC_011515"
"A_33_P3289960","LINC00222"
"A_21_P0014836","LOC441035"
"A_23_P425304","SUFU"
"A_23_P255057","SLC35A5"
"A_33_P3307337","MAPK4"
"A_21_P0003242","XLOC_002730"
"A_24_P742352","LINC00442"
"A_21_P0014482","LOC100507660"
"A_33_P3364571","TNXB"
"A_21_P0009747","XLOC_013274"
"A_21_P0005320","XLOC_006544"
"A_32_P30649","ETV5"
"A_23_P19723","BMP5"
"A_21_P0008478","XLOC_011107"
"A_33_P3318661","E2F7"
"A_19_P00324286","MAP3K13"
"A_21_P0001718","XLOC_000683"
"A_21_P0013458","XLOC_l2_014061"
"A_33_P3398236","COL28A1"
"A_33_P3285122","ZNF599"
"A_21_P0007425","CD81"
"A_23_P153616","MADCAM1"
"A_33_P3411632","TMEM121"
"A_24_P357518","RPL21"
"A_33_P3358750","MYBPHL"
"A_23_P217009","C9orf24"
"A_21_P0010244","XLOC_013940"
"A_23_P95879","RPL38"
"A_24_P371399","C3orf58"
"A_21_P0008474","XLOC_011100"
"A_21_P0011026","LOC100506870"
"A_33_P3417215","CD72"
"A_33_P3423551","IER3"
"A_21_P0006859","XLOC_008456"
"A_33_P3376264","GK"
"A_23_P301896","PRDM2"
"A_21_P0004845","XLOC_005183"
"A_21_P0000496","SNORD1A"
"A_21_P0007216","XLOC_009152"
"A_21_P0008558","LOC145837"
"A_23_P250136","GRIK2"
"A_21_P0002801","XLOC_002912"
"A_23_P76364","CD9"
"A_19_P00321202","CRYBG3"
"A_21_P0006481","XLOC_007927"
"A_19_P00321715","MIR100HG"
"A_21_P0008137","XLOC_010556"
"A_24_P349728","LOC100129312"
"A_33_P3340224","LOC100128081"
"A_21_P0005110","XLOC_005201"
"A_23_P2283","TAC3"
"A_24_P634768","FLJ22763"
"A_33_P3416124","LOC100130872"
"A_19_P00322264","XLOC_l2_011173"
"A_33_P3234859","UTRN"
"A_33_P3367471","PLEKHG1"
"A_33_P3275070",""
"A_23_P200396","TMEM234"
"A_23_P416011","SPAG11B"
"A_21_P0008051","XLOC_010352"
"A_19_P00322109","LOC401320"
"A_32_P96134","DPY19L1"
"A_33_P3304377","MTRR"
"A_33_P3278205","LOC100499183"
"A_23_P415541","GPR26"
"A_33_P3379791",""
"A_19_P00322059","EFCAB1"
"A_24_P196117","GTF2H5"
"A_24_P375683",""
"A_23_P63343","UTS2"
"A_33_P3412320","LOC100128164"
"A_19_P00316105","L3MBTL1"
"A_23_P93727","SDK1"
"A_21_P0010667","XLOC_l2_001288"
"A_21_P0003285","XLOC_003148"
"A_33_P3239579","LOC100131060"
"A_33_P3346193","TPM3"
"A_21_P0002145","XLOC_002524"
"A_33_P3235390","UBA5"
"A_23_P342825","FBXW4"
"A_21_P0010626","PSAT1"
"A_33_P3306327",""
"A_23_P29994","RBPJ"
"A_21_P0005701","XLOC_006811"
"A_21_P0012761","XLOC_l2_010989"
"A_23_P43071","MTERFD1"
"A_21_P0005523","XLOC_006578"
"A_19_P00800264","LOC100506365"
"A_33_P3303215","SRSF10"
"A_21_P0011591","LOC100130581"
"A_23_P73667","RIBC1"
"A_21_P0006849","XLOC_008428"
"A_23_P144684","ANKRD32"
"A_21_P0005463","XLOC_006331"
"A_33_P3215999","AFMID"
"A_33_P3232930","LOC100289178"
"A_33_P3369505","MANEAL"
"A_33_P3262366","LOC100653000"
"A_23_P357966","PCMTD1"
"A_21_P0001509","XLOC_000844"
"A_23_P43034","ELP3"
"A_23_P202458","ZNF22"
"A_21_P0004059","XLOC_004539"
"A_33_P3209279","SASH1"
"A_23_P66766","RPAIN"
"A_23_P88904","NTHL1"
"A_21_P0005112","XLOC_005210"
"A_33_P3381265","CYB5R2"
"A_21_P0008900","XLOC_011620"
"A_23_P73837","TLR8"
"A_33_P3401317","POTEM"
"A_24_P227141","ELF5"
"A_33_P3214785","LEPROT"
"A_21_P0014550","SNX6"
"A_21_P0012749","XLOC_l2_010855"
"A_33_P3256267","PTAR1"
"A_23_P129103","AGSK1"
"A_23_P81683","GPRC6A"
"A_21_P0007339","XLOC_009415"
"A_33_P3235806",""
"A_23_P501010","COL17A1"
"A_23_P146217","BAG4"
"A_33_P3358789",""
"A_33_P3307457","KRTAP9-8"
"A_32_P224149","FKBP15"
"A_21_P0000176","CDH13"
"A_33_P3341259","LEAP2"
"A_33_P3317225",""
"A_33_P3411328","LOC730227"
"A_21_P0005705","XLOC_006817"
"A_21_P0000633","LOC255130"
"A_33_P3258777",""
"A_23_P422849","FERD3L"
"A_19_P00322992",""
"A_32_P173114","LOC729444"
"A_21_P0004128","XLOC_004815"
"A_21_P0013500","XLOC_l2_014294"
"A_23_P104046","BPNT1"
"A_23_P63929","WDR11"
"A_23_P87902","DYRK4"
"A_33_P3344956","TXNL1"
"A_33_P3334000",""
"A_33_P3211659",""
"A_33_P3444555","LOC158960"
"A_23_P402936","PPFIA2"
"A_23_P45294","FAM199X"
"A_21_P0003167","XLOC_003239"
"A_33_P3303785","ARPP21"
"A_21_P0010621","XLOC_l2_000941"
"A_33_P3366614",""
"A_33_P3368303",""
"A_23_P105066","ILK"
"A_24_P317835","INPP5E"
"A_24_P135276","USP42"
"A_23_P2967","AP1G2"
"A_23_P18913","OR2V2"
"A_33_P3228591","WDR45"
"A_24_P130792","NSUN4"
"A_21_P0010360","XLOC_014243"
"A_32_P12994","LOC440900"
"A_23_P314070","ARHGAP1"
"A_21_P0003616","XLOC_003556"
"A_33_P3250840","NIPA1"
"A_33_P3289386",""
"A_23_P98580","FADS2"
"A_23_P40657","GCAT"
"A_21_P0003030","XLOC_002808"
"A_21_P0010821","LOC100129055"
"A_21_P0002667","XLOC_002192"
"A_21_P0005652","XLOC_006704"
"A_24_P75917","CCDC144A"
"A_21_P0006083","XLOC_007750"
"A_33_P3229147",""
"A_21_P0001315","XLOC_000238"
"A_21_P0007473","XLOC_009604"
"A_33_P3321263",""
"A_21_P0009016","XLOC_011889"
"A_21_P0006004","XLOC_007325"
"A_33_P3303687","PSMC1"
"A_33_P3225397",""
"A_21_P0009326","XLOC_012482"
"A_21_P0013216","XLOC_l2_013443"
"A_21_P0009733","XLOC_013178"
"A_23_P405878","C12orf54"
"A_33_P3232980","MARK4"
"A_21_P0010757","CYP4Z2P"
"A_23_P38011","DHX38"
"A_23_P414899","TTC17"
"A_33_P3883985","LMF1"
"A_24_P924591","VEZF1"
"A_33_P3718352","LOC170425"
"A_21_P0008957","XLOC_011752"
"A_21_P0007177","XLOC_009070"
"A_21_P0010230","XLOC_013910"
"A_23_P51699","ARHGEF2"
"A_33_P3299495",""
"A_23_P101434","NLRP12"
"A_33_P3298382",""
"A_21_P0008092","XLOC_010453"
"A_21_P0012578","XLOC_l2_010602"
"A_21_P0000078","SPATA22"
"A_33_P3298785","CUX1"
"A_21_P0009290","XLOC_012366"
"A_33_P3322859","HES6"
"A_19_P00318191","LOC401320"
"A_33_P3328450","HMX1"
"A_21_P0000659","UBAC2-AS1"
"A_21_P0003107","LOC285326"
"A_23_P363778","FRZB"
"A_21_P0003366","XLOC_003542"
"A_23_P94186","LYPD2"
"A_23_P27075","GABARAP"
"A_32_P180315","C9orf174"
"A_33_P3368830","LY9"
"A_24_P399230","WFIKKN2"
"A_33_P3283833","FOXS1"
"A_21_P0006242","XLOC_007607"
"A_23_P502170","DYNC2LI1"
"A_33_P3331172",""
"A_23_P67381","SULT2A1"
"A_21_P0000498","SNORD1C"
"A_21_P0005066","LOC153910"
"A_23_P163235","CKMT1A"
"A_33_P3687604","LOC285173"
"A_21_P0006683","XLOC_008506"
"A_33_P3226575",""
"A_33_P3285570",""
"A_33_P3293386","LRRC1"
"A_21_P0001342","XLOC_000301"
"A_21_P0014923","LOC100505703"
"A_33_P3336113","TIGD3"
"A_21_P0003119","XLOC_003130"
"A_33_P3245348","KRTAP4-1"
"A_24_P175989","VPS29"
"A_33_P3379454","UHRF1"
"A_33_P3270417",""
"A_21_P0013144","XLOC_l2_013040"
"A_33_P3337044","SLC2A6"
"A_21_P0010890","XLOC_l2_002033"
"A_33_P3270136","LOC100130157"
"A_23_P67367","DHDH"
"A_33_P3359743",""
"A_21_P0012454","PTPN11"
"A_21_P0004022","XLOC_004453"
"A_33_P3275495","LOC400743"
"A_23_P67992","C1D"
"A_23_P55376","KIAA1267"
"A_21_P0004021","XLOC_004451"
"A_24_P367329","LOC440292"
"A_33_P3225882","BET1L"
"A_33_P3317253","PTER"
"A_23_P114221","RBBP7"
"A_21_P0009390","XLOC_012229"
"A_19_P00320622","XLOC_014192"
"A_33_P3341821","FAM151A"
"A_33_P3878681",""
"A_33_P3356711","ING3"
"A_32_P80089","LOC283788"
"A_23_P7679","NUP155"
"A_33_P3420013",""
"A_24_P643587","ASB8"
"A_21_P0002026","XLOC_002006"
"A_23_P63096","VHLL"
"A_24_P401739","ARHGAP17"
"A_21_P0000853","LOC100506409"
"A_21_P0008457","XLOC_011064"
"A_21_P0009550","XLOC_012824"
"A_33_P3262043","BAD"
"A_33_P3709150","T"
"A_33_P3343200",""
"A_33_P3269650","LOC100128402"
"A_33_P3258013","UBE3B"
"A_24_P941188","OTUD3"
"A_23_P259166","TCEAL4"
"A_21_P0009496","XLOC_012710"
"A_21_P0005910","TMEM71"
"A_33_P3350547","SCN5A"
"A_24_P247536","FAM133B"
"A_19_P00321781","LOC100506499"
"A_24_P12397","TREM2"
"A_33_P3296348",""
"A_23_P92860","CCNO"
"A_21_P0008844","XLOC_011436"
"A_24_P941167","APOL6"
"A_23_P24234","OPN4"
"A_33_P3378684",""
"A_23_P133338","CDHR2"
"A_21_P0005706","XLOC_006818"
"A_33_P3269791","NPBWR2"
"A_21_P0009552","XLOC_012830"
"A_21_P0008140","XLOC_010561"
"A_21_P0003019","XLOC_002779"
"A_32_P23795",""
"A_33_P3690224","LOC283214"
"A_23_P81676","WISP3"
"A_21_P0013796","FTH1"
"A_23_P352389","C17orf46"
"A_21_P0001500","XLOC_000828"
"A_33_P3407999",""
"A_24_P248606","ACSL3"
"A_19_P00808726","LOC100506577"
"A_19_P00320785","XLOC_003075"
"A_33_P3225630","LOC400706"
"A_33_P3258239","PCDH15"
"A_21_P0010397","XLOC_014172"
"A_24_P743672",""
"A_24_P376787","ZNF496"
"A_23_P166135","XRN2"
"A_24_P522864","MGC12916"
"A_24_P98109","SNX10"
"A_24_P926195","MAN1A2"
"A_23_P411296","CEBPB"
"A_33_P3419032","DLG2"
"A_23_P58983","TBC1D22B"
"A_21_P0001920","XLOC_001692"
"A_23_P385500","RNF166"
"A_19_P00318511","XLOC_002504"
"A_33_P3417532","ILDR1"
"A_33_P3316278","ABCC6P1"
"A_21_P0005497","XLOC_006441"
"A_33_P3386181","ZFP64"
"A_21_P0013540","LOC286094"
"A_21_P0010437","XLOC_014356"
"A_33_P3566443","LINC00310"
"A_21_P0002719","XLOC_003337"
"A_33_P3314386","TOR1AIP1"
"A_24_P256512","STH"
"A_21_P0008293","XLOC_011028"
"A_21_P0003456","XLOC_003915"
"A_21_P0009049","XLOC_011980"
"A_23_P156880","ENPP1"
"A_33_P3219230","LOC390877"
"A_33_P3374165",""
"A_23_P6935","CD47"
"A_33_P3421476",""
"A_33_P3420167",""
"A_33_P3224891",""
"A_23_P151232","TMEM132C"
"A_21_P0000282","SNORD56"
"A_24_P41570","H2AFZ"
"A_21_P0010716","XLOC_l2_000384"
"A_21_P0009356","XLOC_012564"
"A_21_P0012123","LOC100505663"
"A_23_P140876","ABCA3"
"A_33_P3372886","DDX51"
"A_23_P124122","PXMP2"
"A_33_P3249305","CHRD"
"A_23_P153662","LGALS14"
"A_21_P0004088","XLOC_004706"
"A_21_P0011148","XLOC_l2_003757"
"A_33_P3318343","CTAG2"
"A_23_P147397","DYNC2H1"
"A_21_P0005158","XLOC_005633"
"A_23_P140738","PIEZO1"
"A_32_P206104",""
"A_21_P0011344","RHPN2"
"A_21_P0000595","SNORA70E"
"A_23_P103282","TMEM59"
"A_23_P413803","POC5"
"A_23_P415974","ALDOB"
"A_21_P0009669","XLOC_013256"
"A_23_P330419","ACPT"
"A_33_P3420466","MATN3"
"A_23_P67414","RSPH6A"
"A_33_P3328835",""
"A_23_P44942","CCDC15"
"A_33_P3374210","MKI67"
"A_33_P3264662","CYP27C1"
"A_23_P334328","LAMB4"
"A_23_P27810","ZNF607"
"A_21_P0013643","AQP7P3"
"A_33_P3236921","PARP1"
"A_33_P3286151","LOC100132891"
"A_33_P3649715","PLEKHG4B"
"A_23_P16469","PLAUR"
"A_23_P100764","SLC25A39"
"A_21_P0010107","XLOC_013643"
"A_21_P0010392","XLOC_014158"
"A_23_P32328","LYRM4"
"A_33_P3396444","PTGR1"
"A_33_P3311245","KRTAP19-7"
"A_21_P0001397","XLOC_000490"
"A_33_P3301266","BTNL8"
"A_21_P0002774","XLOC_002852"
"A_32_P226186","KIAA1549"
"A_21_P0001403","XLOC_000508"
"A_21_P0011230","TPTE2P2"
"A_21_P0014086","LOC100506317"
"A_21_P0000121","C19orf81"
"A_23_P93302","GABBR1"
"A_32_P890614","LOC100268168"
"A_23_P212655","KLHL6"
"A_21_P0009461","XLOC_012633"
"A_23_P78248","KRT23"
"A_21_P0004916","XLOC_005411"
"A_24_P743869","BBIP1"
"A_23_P387045","CCDC107"
"A_21_P0007851","XLOC_009879"
"A_33_P3400578","HLF"
"A_21_P0014887","LOC100652768"
"A_23_P211110","SIM2"
"A_21_P0003598","XLOC_003508"
"A_23_P402787","FAM100A"
"A_33_P3237393","ZNF140"
"A_23_P106844","MT2A"
"A_23_P361584","TMEM154"
"A_21_P0001422","XLOC_000565"
"A_23_P83976","CEP112"
"A_33_P3345549","L2HGDH"
"A_23_P256855","XPO5"
"A_21_P0013491","XLOC_l2_014219"
"A_33_P3210278","SYNE2"
"A_21_P0004111","XLOC_004754"
"A_33_P3284734",""
"A_33_P3332749",""
"A_23_P56787","CNTNAP5"
"A_33_P3319201",""
"A_33_P3362326","FHL2"
"A_33_P3413845","TIMM13"
"A_24_P322229","RASL10B"
"A_21_P0014544","LOC100507437"
"A_21_P0011153","XLOC_l2_003803"
"A_32_P234738","RPL21"
"A_32_P122226","AMDHD1"
"A_24_P35478","PARD3"
"A_21_P0014435","LOC100287728"
"A_24_P65722","LILRB4"
"A_21_P0008777","XLOC_011572"
"A_33_P3763412",""
"A_21_P0012000","XLOC_l2_007274"
"A_33_P3236661","PCDH9"
"A_33_P3289093",""
"A_23_P366376","TDGF1"
"A_33_P3251412",""
"A_33_P3343428","TRAF3IP2"
"A_33_P3336622","ALDH3A2"
"A_21_P0001827","XLOC_001355"
"A_24_P16815","ZMYM3"
"A_33_P3262717","SAMD4B"
"A_23_P121875","C5orf28"
"A_23_P50799","OR10H2"
"A_21_P0001277","XLOC_000114"
"A_33_P3241433","ZNF347"
"A_21_P0008914","XLOC_011673"
"A_33_P3238058","LOC84931"
"A_24_P273245",""
"A_21_P0004037","XLOC_004484"
"A_21_P0012714","LOC152742"
"A_33_P3888568","SNORA70B"
"A_21_P0006638","XLOC_008347"
"A_23_P395582","ZFP42"
"A_23_P18152","ATP2B2"
"A_23_P407112","SPATA18"
"A_21_P0002581","XLOC_001406"
"A_33_P3251868",""
"A_21_P0008149","XLOC_010585"
"A_32_P233304","LIN9"
"A_33_P3306664",""
"A_33_P3272773","ZNF217"
"A_33_P3365200",""
"A_23_P74229","STK40"
"A_33_P3572454","LOC283692"
"A_33_P3284711","FBXL19-AS1"
"A_33_P3532770","LOC283674"
"A_23_P119266","DNASE2"
"A_23_P88404","TGFB3"
"A_33_P3224878","ITGA4"
"A_33_P3365611","BTF3L4"
"A_21_P0002518","XLOC_002383"
"A_23_P215525","OSBPL3"
"A_24_P118231","ATP5S"
"A_21_P0009129","XLOC_011980"
"A_33_P3369461","AMIGO1"
"A_19_P00320492","XLOC_l2_013001"
"A_21_P0012873","LOC100507387"
"A_33_P3272160","REXO4"
"A_21_P0000330","SNORA43"
"A_23_P5903","SLCO4A1"
"A_21_P0010768","LOC100652887"
"A_33_P3382359",""
"A_23_P355439","HIST1H2AA"
"A_33_P3370736",""
"A_23_P57293","URB1"
"A_19_P00327415","XLOC_005798"
"A_23_P78053","FAM117A"
"A_33_P3386726","PI4KB"
"A_24_P706340","FAM155A"
"A_21_P0006400","XLOC_007895"
"A_21_P0014896","LOC100287497"
"A_33_P3369034","BCAR1"
"A_21_P0006203","XLOC_007507"
"A_21_P0005471","XLOC_006356"
"A_21_P0014476","LOC100506651"
"A_19_P00812502","LOC441204"
"A_19_P00317471","LOC100509196"
"A_33_P3228807","SPEG"
"A_33_P3371460","POLR2F"
"A_23_P18213","DNAH1"
"A_21_P0000872","LOC100506050"
"A_33_P3238032","CCDC158"
"A_33_P3292287","KIAA0087"
"A_33_P3318960","POLR2F"
"A_19_P00327297","XLOC_008015"
"A_23_P399217","OR5P3"
"A_33_P3230324","COPS8"
"A_24_P274640","GTF2H2D"
"A_21_P0002912","XLOC_003344"
"A_23_P314798","DCST2"
"A_23_P99917","WDR73"
"A_33_P3268686","FBXW12"
"A_32_P182156","ZNF511"
"A_21_P0011946","XLOC_l2_008200"
"A_21_P0000467","SNORD124"
"A_33_P3411291","DGKE"
"A_33_P3211078","HMGA2"
"A_32_P184168","LOC441052"
"A_23_P46017","CCBL2"
"A_21_P0001734","XLOC_000945"
"A_33_P3348594","OR5R1"
"A_21_P0006253","XLOC_007645"
"A_23_P12884","GRK5"
"A_23_P254797","BPIFB2"
"A_23_P52017","ASPM"
"A_23_P126388","SH3BGRL3"
"A_19_P00320749","PVT1"
"A_21_P0007973","XLOC_010520"
"A_21_P0010478","XLOC_014361"
"A_24_P145019","LOC100129858"
"A_23_P154507","ITGB1BP1"
"A_24_P374445","C17orf57"
"A_23_P6066","CPXM1"
"A_23_P168726","ZPBP"
"A_33_P3424204","DLEU2L"
"A_33_P3284686","SSBP3"
"A_33_P3393821","C1R"
"A_33_P3857239","KRT42P"
"A_23_P300100","PLA2G2D"
"A_33_P3387524","DEPDC1"
"A_33_P3412479","HPS1"
"A_21_P0008432","XLOC_011012"
"A_23_P15182","ARL2BP"
"A_21_P0001390","XLOC_000476"
"A_33_P3332252","TUBAL3"
"A_23_P11103","BMP15"
"A_32_P210642","EGFL7"
"A_23_P34375","TCEA3"
"A_23_P139864","GSG1"
"A_33_P3766913","DEFA10P"
"A_23_P47340","DSCAML1"
"A_33_P3365963",""
"A_21_P0007375","XLOC_009508"
"A_23_P167692","MAPK9"
"A_33_P3306048","DPRXP4"
"A_23_P398566","NR4A3"
"A_23_P419156","OPN1SW"
"A_24_P60680","OR10C1"
"A_21_P0014128","LOC100505528"
"A_33_P3251193","PLCB1"
"A_33_P3246011","LOC100128657"
"A_33_P3379463","LYPLA2"
"A_21_P0013315","XLOC_l2_013861"
"A_33_P3289501",""
"A_33_P3294951","TAS2R30"
"A_33_P3354464","LOXL1"
"A_21_P0010712","XLOC_l2_000342"
"A_23_P406105","GCN1L1"
"A_33_P3240578","C6orf124"
"A_33_P3210760",""
"A_33_P3402654","FLJ43390"
"A_23_P54953","SAP30BP"
"A_23_P207850","TNS4"
"A_23_P30805","HIST1H4J"
"A_24_P75158","PTAR1"
"A_33_P3260426","SPRR2A"
"A_21_P0002973","XLOC_002698"
"A_21_P0012672","XLOC_l2_011173"
"A_21_P0000933","XLOC_000948"
"A_33_P3241135","GRM8"
"A_33_P3236632","MIA3"
"A_23_P75516","PPFIA1"
"A_33_P3369731",""
"A_21_P0012927","C5orf63"
"A_19_P00322962","SPIN3"
"A_33_P3373892","NAA35"
"A_23_P97465","PRAMEF2"
"A_24_P151498","PRMT2"
