"ID","Gene symbol"
"A_21_P0012914","XLOC_l2_012107"
"A_23_P126584","CD5L"
"A_23_P427180","C9orf79"
"A_23_P203743","GAB2"
"A_33_P3212930",""
"A_21_P0001007","XLOC_000370"
"A_23_P78750","SLC17A7"
"A_21_P0004961","XLOC_005514"
"A_33_P3263217","LRRC4"
"A_21_P0001363","XLOC_000340"
"A_21_P0007897","XLOC_010240"
"A_23_P334173","LY75"
"A_33_P3381044",""
"A_24_P297537","MAMSTR"
"A_21_P0003804","XLOC_004188"
"A_21_P0011900","XLOC_l2_007876"
"A_24_P62659","TSPAN2"
"A_33_P3402551","H2BFXP"
"A_33_P3287223","DPP4"
"A_33_P3224882",""
"A_23_P518","VTCN1"
"A_21_P0010694","XLOC_l2_000092"
"A_23_P113793","ZBED2"
"A_23_P384650","NXNL1"
"A_19_P00808320",""
"A_21_P0010274","XLOC_014046"
"A_23_P3193","GOLGA5"
"A_21_P0009046","LOC283867"
"A_21_P0007953","XLOC_010460"
"A_32_P220463","FBLL1"
"A_24_P80532","CCNG2"
"A_21_P0007628","XLOC_009887"
"A_24_P910688","C19orf67"
"A_33_P3259203",""
"A_21_P0002876","XLOC_003245"
"A_33_P3412055","ZNF582"
"A_21_P0002737","XLOC_002612"
"A_33_P3381259",""
"A_19_P00322984","XLOC_006037"
"A_33_P3222947","TMEM114"
"A_19_P00322673","XLOC_l2_013314"
"A_33_P3247489","C11orf85"
"A_21_P0011714","LILRA6"
"A_23_P120776","SLC25A1"
"A_32_P229746","DNAJB6"
"A_33_P3391511",""
"A_33_P3464855","DKFZP586B0319"
"A_19_P00321739","LINC00472"
"A_33_P3314550","RAB3A"
"A_33_P3401179",""
"A_21_P0007914","LOC400128"
"A_21_P0005193","XLOC_006154"
"A_33_P3388983","C5orf56"
"A_19_P00802587","XLOC_l2_003666"
"A_23_P161135","LEPR"
"A_24_P332862","ZNF493"
"A_33_P3550894","GATA2"
"A_24_P912366","FAM160A1"
"A_23_P131816","DNTTIP1"
"A_23_P84565","POLR3D"
"A_23_P58228","ODAM"
"A_33_P3301620","RNF32"
"A_33_P3401267","FEZ2"
"A_23_P77502","PKD1"
"A_21_P0009385","XLOC_012162"
"A_23_P8913","CA2"
"A_33_P3380797","FGF3"
"A_33_P3271945","HAUS6"
"A_33_P3357182","C6orf146"
"A_33_P3360530",""
"A_33_P3412125",""
"A_33_P3236881","C1orf151-NBL1"
"A_23_P393025","SPATA4"
"A_21_P0005480","XLOC_006385"
"A_21_P0012566","LOC285484"
"A_33_P3250595","ITSN1"
"A_21_P0006560","XLOC_007960"
"A_24_P200023","IL1R1"
"A_23_P306890","POLI"
"A_33_P3331326",""
"A_33_P3264514","S100B"
"A_33_P3413188","LINC00087"
"A_33_P3318681","TMC3"
"A_19_P00324550","GALNT9"
"A_33_P3331335","TET3"
"A_23_P9565","RAB33B"
"A_23_P15734","KRT9"
"A_23_P348524","C20orf201"
"A_19_P00320434","XLOC_001728"
"A_23_P117494","MTHFD1"
"A_23_P33196","COL5A2"
"A_23_P27315","EMILIN2"
"A_33_P3286929",""
"A_33_P3264364","DNM3"
"A_24_P315941",""
"A_21_P0012583","XLOC_l2_010636"
"A_21_P0000096","CPXM1"
"A_33_P3389773",""
"A_33_P3482534","LOC613266"
"A_33_P3306624","HCRT"
"A_24_P131222","ATP13A2"
"A_23_P66844","KRTAP4-7"
"A_23_P71368","RP1"
"A_23_P402733","SON"
"A_21_P0013546","XLOC_l2_014694"
"A_21_P0013677","ANKRD19P"
"A_33_P3229256","NT5C"
"A_33_P3218435",""
"A_21_P0008308","XLOC_010778"
"A_21_P0012495","XLOC_l2_009811"
"A_21_P0014028","PP12719"
"A_33_P3402918","PNKP"
"A_33_P3312288",""
"A_21_P0001404","XLOC_000511"
"A_21_P0001887","XLOC_001593"
"A_24_P16184",""
"A_23_P48936","SMAD3"
"A_23_P155257","FOXP1"
"A_21_P0010731","XLOC_l2_000465"
"A_24_P576506","SPRN"
"A_33_P3289251","LOC644727"
"A_23_P167159","SCRG1"
"A_33_P3310293","PKIG"
"A_33_P3409294",""
"A_33_P3409477","UBASH3B"
"A_21_P0003122","XLOC_003146"
"A_21_P0001298","XLOC_000198"
"A_33_P3362652","OR5H14"
"A_19_P00322080","LOC100506694"
"A_24_P245322","PRKAR1A"
"A_23_P14915","CSNK2A2"
"A_24_P24570",""
"A_21_P0007694","LOC100506451"
"A_21_P0014292","LOC100506059"
"A_21_P0005816","XLOC_007051"
"A_33_P3317880","ZNF252"
"A_23_P47377","HSD17B12"
"A_33_P3420611","OR4D2"
"A_23_P100315","DECR2"
"A_24_P221968","LOC643802"
"A_21_P0006582","XLOC_008222"
"A_33_P3373504",""
"A_23_P216118","UNC5D"
"A_33_P3237804",""
"A_33_P3331746","ST6GAL2"
"A_32_P66974","PCSK7"
"A_33_P3313810","CELA1"
"A_33_P3305974","SNAP23"
"A_33_P3259393","HAPLN3"
"A_33_P3419711","C1orf49"
"A_21_P0007284","XLOC_009302"
"A_33_P3343605",""
"A_21_P0002865","XLOC_003176"
"A_21_P0006057","XLOC_007581"
"A_33_P3247117","CXorf1"
"A_23_P107994","TMEM160"
"A_23_P333498","EEPD1"
"A_33_P3253175","WDR37"
"A_33_P3252685",""
"A_23_P120933","ATF4"
"A_24_P932736","HMBOX1"
"A_32_P52153","LOC728978"
"A_21_P0011928","PEBP1"
"A_21_P0002340","XLOC_001823"
"A_24_P325107","FAM160B1"
"A_21_P0008466","XLOC_011082"
"A_23_P8834","EPHX2"
"A_23_P33961","BRS3"
"A_32_P65616","PRL"
"A_33_P3424302","SPINT4"
"A_23_P79094","LILRA3"
"A_21_P0004112","XLOC_004756"
"A_21_P0009566","XLOC_012863"
"A_21_P0011862","XLOC_l2_007586"
"A_23_P74309","NOS1AP"
"A_23_P55256","ZNF652"
"A_21_P0011062","C12orf63"
"A_32_P208350","TDRD9"
"A_33_P3332885","BTN2A1"
"A_32_P141418","ARMC4"
"A_21_P0005874","XLOC_007164"
"A_21_P0007465","XLOC_009485"
"A_33_P3229617","SGCE"
"A_21_P0000466","SNORD127"
"A_33_P3401008","TMEM150B"
"A_24_P84021",""
"A_23_P152858","C17orf79"
"A_23_P361419","DEPDC1B"
"A_23_P422115","C9orf116"
"A_21_P0001673","XLOC_000152"
"A_23_P148308","RBM3"
"A_33_P3334630","PLP1"
"A_21_P0008874","XLOC_011755"
"A_24_P103886","IDI1"
"A_33_P3248962","LOC100131742"
"A_24_P636318","FAM168B"
"A_24_P943106","U2SURP"
"A_33_P3287760","RASGEF1A"
"A_33_P3234168","MTDH"
"A_21_P0011468","HERC2"
"A_23_P376088","LIME1"
"A_23_P374919","LRRC71"
"A_33_P3534905","FLJ42969"
"A_21_P0001986","XLOC_001928"
"A_21_P0012432","XLOC_l2_010097"
"A_23_P149946","CDHR1"
"A_23_P131935","FERMT1"
"A_33_P3381966","LOC100129311"
"A_21_P0008286","XLOC_010925"
"A_33_P3228600","CPA5"
"A_24_P261567","GDPD5"
"A_21_P0007017","XLOC_008944"
"A_21_P0000416","SNORD114-19"
"A_21_P0008396","XLOC_010942"
"A_33_P3295358","ANGPTL4"
"A_33_P3278392","NFU1"
"A_33_P3353747","LOC100653275"
"A_24_P251381","NHEJ1"
"A_21_P0009513","XLOC_012743"
"A_33_P3329622","HEATR8"
"A_23_P70634","NMBR"
"A_21_P0008158","XLOC_010596"
"A_23_P124252","CAMK1D"
"A_24_P69538","TLR4"
"A_21_P0005090","XLOC_005931"
"A_33_P3299170","LUC7L"
"A_32_P152204","IQCF3"
"A_21_P0005153","LOC100507336"
"A_21_P0009862","XLOC_013578"
"A_21_P0001257","XLOC_000032"
"A_23_P67829","UXS1"
"A_33_P3263533","SCN1A"
"A_33_P3284557","ZAK"
"A_33_P3243657","FXC1"
"A_33_P3258146","LOC100130539"
"A_33_P3327470",""
"A_23_P67391","KPTN"
"A_33_P3324974",""
"A_33_P3345086","IFNA7"
"A_21_P0012627","XLOC_l2_010908"
"A_21_P0006735","XLOC_008728"
"A_24_P95439","CARS"
"A_21_P0002607","XLOC_001637"
"A_33_P3313559","ORMDL1"
"A_33_P3333038","PTMS"
"A_23_P206022","ITGA11"
"A_21_P0011883","XLOC_l2_007827"
"A_21_P0003470","LOC100507160"
"A_33_P3267280","CTDSP2"
"A_33_P3381671","LOC731424"
"A_24_P253780","DBF4B"
"A_21_P0008546","XLOC_011115"
"A_33_P3364051","TOP3B"
"A_32_P160972","C6orf115"
"A_23_P208389","AXL"
"A_33_P3718152","C14orf41"
"A_21_P0009864","XLOC_013581"
"A_33_P3249259","TGM6"
"A_21_P0007369","XLOC_009497"
"A_33_P3371954","IGSF8"
"A_33_P3278501",""
"A_33_P3362806","GRIPAP1"
"A_33_P3250178","IQCJ"
"A_21_P0007596","XLOC_009819"
"A_23_P365418","ZNF783"
"A_33_P3335629","TMEM208"
"A_21_P0007518","XLOC_009632"
"A_24_P941336","TSR1"
"A_21_P0009652","LOC100505639"
"A_21_P0000169","TMPRSS13"
"A_33_P3375681","LOC100129027"
"A_23_P30784","ABT1"
"A_33_P3250963","TP53TG1"
"A_23_P133058","MRFAP1L1"
"A_24_P277349","SEC31A"
"A_21_P0002011","XLOC_001974"
"A_21_P0002127","XLOC_002419"
"A_33_P3340956",""
"A_33_P3276153","LOC645752"
"A_32_P66881","TLR4"
"A_33_P3373119",""
"A_33_P3371999","TPPP"
"A_23_P328836","LCOR"
"A_23_P106656","CA7"
"A_21_P0011962","XLOC_l2_008252"
"A_33_P3396120","ZNF594"
"A_33_P3373955","RD3"
"A_24_P284523","MAP3K10"
"A_23_P254863","NIM1"
"A_19_P00807752","MCF2L"
"A_33_P3379486","LOC100130581"
"A_21_P0001463","XLOC_000695"
"A_21_P0005845","XLOC_007101"
"A_23_P24535","TTC12"
"A_23_P74895","LIN28A"
"A_21_P0013586","FAM95B1"
"A_33_P3361027","TFIP11"
"A_21_P0012763","XLOC_l2_011007"
"A_33_P3224795","IKZF5"
"A_21_P0013861","XLOC_l2_015700"
"A_24_P377499","OSBPL3"
"A_33_P3213493","VAMP2"
"A_33_P3336103","TIGD5"
"A_33_P3350393","CES2"
"A_21_P0006486","XLOC_007949"
"A_33_P3324284",""
"A_33_P3374343",""
"A_21_P0005367","XLOC_006034"
"A_33_P3222228","FUT6"
"A_21_P0000887","LOC100505835"
"A_21_P0010430","XLOC_014288"
"A_24_P273043",""
"A_21_P0011934","LOC100506123"
"A_21_P0010389","XLOC_014412"
"A_32_P155460","LINC00162"
"A_24_P169386","C2orf84"
"A_21_P0007407","XLOC_009575"
"A_33_P3253812",""
"A_33_P3235009","WDR20"
"A_23_P45811","DIO1"
"A_23_P400515","KIF17"
"A_32_P232411","PTCHD2"
"A_21_P0008422","XLOC_010997"
"A_33_P3361337","TMEM184A"
"A_33_P3282202",""
"A_33_P3212659","PRICKLE3"
"A_21_P0000534","TPI1"
"A_33_P3244728","LRP2"
"A_23_P92362","NDUFC1"
"A_33_P3214284",""
"A_33_P3410459","SCARB2"
"A_33_P3294297","RNF126"
"A_23_P48198","GLT8D2"
"A_33_P3593719","LINC00114"
"A_23_P36647","TMUB2"
"A_32_P14610","PDLIM5"
"A_21_P0003738","XLOC_003925"
"A_23_P705","OR10R2"
"A_33_P3342410","EEF2K"
"A_23_P19291","TUBB2A"
"A_33_P3350227","MED22"
"A_21_P0011140","LOC100507240"
"A_33_P3287785","NEFL"
"A_19_P00318889","LOC100289134"
"A_23_P91512","CLDN14"
"A_23_P78782","CA11"
"A_24_P281908","CUX2"
"A_33_P3653271","LOC100507362"
"A_33_P3210875","ATP7A"
"A_23_P29663","ZMYND10"
"A_24_P328504","SP140"
"A_24_P592012","ZBTB46"
"A_33_P3229702","WFIKKN1"
"A_33_P3241844",""
"A_21_P0011954","XLOC_l2_008214"
"A_32_P225854","SPRED2"
"A_23_P147255","PCBP3"
"A_21_P0009593","XLOC_012899"
"A_19_P00317913","HLA-F-AS1"
"A_23_P80626","PRRT3"
"A_33_P3371904","ASTN2"
"A_23_P319572","NR1I3"
"A_33_P3253743",""
"A_23_P315451","KIRREL2"
"A_23_P320658","BUB3"
"A_21_P0011431","HERC2"
"A_21_P0000574","SRD5A1"
"A_21_P0004094","XLOC_004718"
"A_33_P3260307","CARHSP1"
"A_19_P00810748","LINC00265"
"A_21_P0002817","XLOC_002959"
"A_23_P99515","C13orf33"
"A_23_P151133","TSPAN9"
"A_24_P627503","LOC100653245"
"A_23_P164148","MLX"
"A_33_P3376017",""
"A_21_P0004605","XLOC_005505"
"A_23_P27048","TMEM199"
"A_23_P151405","CKAP2"
"A_23_P50697","PSG1"
"A_33_P3259750",""
"A_21_P0011059","XLOC_l2_003072"
"A_23_P145584","UBE2H"
"A_33_P3357163","PPIEL"
"A_32_P57728","PMS2P1"
"A_23_P216556","EPB41L4B"
"A_24_P419132","CENPI"
"A_33_P3330972",""
"A_23_P153461","LPPR2"
"A_33_P3235078","TRIM17"
"A_33_P3309429",""
"A_32_P128656","MID1"
"A_23_P147277","TSEN54"
"A_21_P0008169","XLOC_010630"
"A_33_P3377705",""
"A_33_P3364869","NAMPT"
"A_23_P315933","ABHD11"
"A_23_P41359","ZNF330"
"A_33_P3254670",""
"A_33_P3393689",""
"A_21_P0011066","XLOC_l2_003178"
"A_21_P0008049","XLOC_010348"
"A_23_P131365","NDUFS1"
"A_33_P3249674","LOC541472"
"A_23_P334845","ARHGAP19"
"A_33_P3235731",""
"A_24_P132470","ESYT2"
"A_24_P201739","SH2B3"
"A_21_P0014902","LOC100653017"
"A_33_P3402020","CCDC8"
"A_21_P0001330","XLOC_000278"
"A_21_P0004713","XLOC_005555"
"A_23_P34176","WWC3"
"A_24_P51080","FLJ42709"
"A_23_P392076","STRN3"
"A_24_P14634","EMID1"
"A_24_P223384","HIST1H2AB"
"A_21_P0009329","XLOC_012503"
"A_21_P0014940","LOC100653236"
"A_23_P69670","CNO"
"A_21_P0008810","XLOC_011173"
"A_33_P3273669","NRXN1"
"A_23_P251660","ABCF1"
"A_33_P3362668","LOC100132352"
"A_21_P0013667","LOC440173"
"A_23_P71889","ODF2"
"A_33_P3352772","DEFB107A"
"A_21_P0002589","XLOC_001435"
"A_24_P132950","NAP1L4"
"A_33_P3422233","KIAA1530"
"A_33_P3382303","FMNL1"
"A_21_P0005880","XLOC_007176"
"A_33_P3415207","MPV17"
"A_19_P00807743","XLOC_l2_010751"
"A_33_P3244021","MAVS"
"A_21_P0012928","XLOC_l2_012210"
"A_33_P3781228","FLJ26332"
"A_21_P0006391","XLOC_007835"
"A_23_P67785","SPAG16"
"A_21_P0009007","LOC100507501"
"A_21_P0006077","XLOC_007701"
"A_33_P3374030","LOC100132197"
"A_21_P0012119","XLOC_l2_008622"
"A_33_P3381127","FAS"
"A_24_P228611","FER1L4"
"A_23_P167920","DLL1"
"A_24_P142095","AKAP13"
"A_33_P3320752",""
"A_33_P3277753","ANKRD23"
"A_21_P0005746","XLOC_006890"
"A_33_P3228868",""
"A_23_P5018","LOC80054"
"A_33_P3279019","SERPINB13"
"A_21_P0009422","XLOC_012669"
"A_23_P70733","TAAR2"
"A_23_P257003","PCSK5"
"A_21_P0007915","XLOC_010662"
"A_21_P0007036","XLOC_008998"
"A_23_P96350","PRAF2"
"A_24_P221414","DYNC1I1"
"A_33_P3295578","TCEAL8"
"A_23_P202245","RET"
"A_23_P61171","KCNG2"
"A_21_P0008910","XLOC_011661"
"A_23_P396917","C11orf63"
"A_33_P3397693","AGPS"
"A_33_P3251518","PYCR2"
"A_21_P0008263","XLOC_010693"
"A_21_P0009795","XLOC_013161"
"A_33_P3875565","LOC100270679"
"A_21_P0010816","XLOC_l2_001548"
"A_23_P426835","LOC729652"
"A_33_P3278318","MSRB2"
"A_33_P3267263","RNU1-5"
"A_23_P200252","NTPCR"
"A_32_P202859","H1FNT"
"A_21_P0000593","SNORA70D"
"A_21_P0007232","XLOC_009198"
"A_19_P00327035","HAR1A"
"A_32_P66804","PTPRN2"
"A_21_P0006216","XLOC_007533"
"A_21_P0000687","NPPA-AS1"
"A_33_P3363340","TMEM212"
"A_23_P3823","BCKDK"
"A_21_P0004256","XLOC_004407"
"A_24_P185368","ZSCAN4"
"A_21_P0008165","XLOC_010623"
"A_21_P0000436","SNORD113-9"
"A_33_P3400248","FGF20"
"A_21_P0010489","ZNF605"
"A_23_P71537","CSPP1"
"A_21_P0008194","XLOC_010679"
"A_33_P3254656",""
"A_23_P330301","MMD2"
"A_23_P370544","ANKAR"
"A_21_P0012602","XLOC_l2_010759"
"A_21_P0011291","HERC2"
"A_32_P231179","TEKT4"
"A_21_P0012386","XLOC_l2_009811"
"A_33_P3278293","METTL16"
"A_24_P349636",""
"A_23_P50217","ZNF671"
"A_23_P108075","SLC7A10"
"A_23_P17844","PVALB"
"A_21_P0014191","LOC100507538"
"A_21_P0010877","BMS1P5"
"A_21_P0000103","MTRNR2L3"
"A_21_P0001146","XLOC_000884"
"A_23_P27367","KDSR"
"A_23_P97860","LIPA"
"A_32_P182394","ZNF77"
"A_33_P3408450","C14orf176"
"A_19_P00321210","XLOC_l2_010415"
"A_21_P0004927","XLOC_005441"
"A_33_P3220663","STAC3"
"A_33_P3399101","CTSL1"
"A_33_P3369158","KIF3C"
"A_21_P0011526","CCDC144A"
"A_24_P626932","MUC3"
"A_21_P0001784","LINC00299"
"A_33_P3809328","PRO0471"
"A_33_P3358109",""
"A_21_P0008639","XLOC_011275"
"A_23_P406782","HPN"
"A_33_P3366221","NTNG1"
"A_24_P929441","ARID5A"
"A_33_P3331178",""
"A_33_P3282641","LOC344887"
"A_24_P147398","VPS53"
"A_24_P118011","PRORSD1P"
"A_21_P0003907","XLOC_004135"
"A_33_P3238007","LARP1B"
"A_23_P114740","CFH"
"A_23_P1519","PITPNM1"
"A_21_P0005587","XLOC_006308"
"A_33_P3738799","LOC340074"
"A_33_P3663277","LOC339666"
"A_21_P0010537","XLOC_l2_000297"
"A_33_P3290335","PARP1"
"A_21_P0001211","XLOC_001137"
"A_21_P0008058","XLOC_010367"
"A_21_P0003803","XLOC_004182"
"A_21_P0009458","XLOC_012630"
"A_33_P3420665",""
"A_23_P423891","SLC25A16"
"A_21_P0003276","XLOC_003007"
"A_33_P3414137","GRID2IP"
"A_24_P942346","ECT2L"
"A_24_P382319","CEACAM1"
"A_33_P3244956","NRIP3"
"A_24_P120537","SH3RF2"
"A_33_P3407524","SUV39H1"
"A_32_P24581","RPS27A"
"A_23_P81463","DHX29"
"A_33_P3377256","LOC388906"
"A_24_P91310","PSMC4"
"A_33_P3311543",""
"A_21_P0005176","XLOC_005815"
"A_21_P0006128","XLOC_007302"
"A_23_P127460","SIPA1"
"A_33_P3346473","PHF21A"
"A_23_P208210","ZNF432"
"A_33_P3220242","C9orf82"
"A_21_P0000461","SNORD125"
"A_33_P3220748",""
"A_24_P153576","SHPRH"
"A_23_P162355","HOXC5"
"A_21_P0007875","XLOC_010061"
"A_21_P0011245","LRRC9"
"A_24_P403417","PTGES"
"A_21_P0013585","XLOC_l2_014832"
"A_33_P3348164","TTLL7"
"A_33_P3415240","LOC730091"
"A_21_P0009851","XLOC_013558"
"A_23_P315964","UMODL1"
"A_33_P3283044","CCDC165"
"A_33_P3408757",""
"A_33_P3340615","PON1"
"A_21_P0014647","LOC100506045"
"A_21_P0005051","XLOC_005808"
"A_24_P405054","C1orf144"
"A_19_P00322426","LOC441204"
"A_21_P0000124","DENND1B"
"A_21_P0007725","XLOC_010130"
"A_33_P3344229","HIST1H4A"
"A_23_P86133","RPA2"
"A_23_P385938","PAN3"
"A_21_P0004032","XLOC_004472"
"A_24_P414332","AFF1"
"A_23_P432626","SLC25A40"
"A_24_P303145","ANKH"
"A_24_P68585","SHC1"
"A_33_P3390187","NHLRC4"
"A_21_P0003222","XLOC_002588"
"A_33_P3372090",""
"A_33_P3213596","TNIK"
"A_24_P79403","PF4"
"A_23_P377888","FAN1"
"A_23_P303851","TAS2R45"
"A_33_P3280080","FLJ46257"
"A_19_P00321493","LOC100505920"
"A_33_P3421808",""
"A_21_P0007533","XLOC_009684"
"A_23_P163306","CGNL1"
"A_21_P0007998","XLOC_010633"
"A_24_P148026",""
"A_23_P258814","DPH3P1"
"A_32_P222961","SPIN4"
"A_23_P86195","SLC44A3"
"A_33_P3384543","POMGNT1"
"A_32_P163805","LINC00301"
"A_32_P45168","IL6ST"
"A_33_P3240647","C21orf2"
"A_21_P0004634","XLOC_005178"
"A_33_P3351664","CCDC57"
"A_21_P0004733","XLOC_005631"
"A_33_P3264379","ZNF788"
"A_24_P110354","C5orf50"
"A_24_P205130","FNBP1"
"A_23_P80662","SOX14"
"A_33_P3382648","RBMY1B"
"A_33_P3353431",""
"A_21_P0011713","XLOC_l2_006821"
"A_33_P3313245","AMACR"
"A_19_P00316135","CYP1B1-AS1"
"A_21_P0001537","FLJ27354"
"A_33_P3315699","LOC100130778"
"A_24_P384636","C19orf43"
"A_21_P0001317","XLOC_000247"
"A_33_P3422085","SPANXN2"
"A_21_P0004685","XLOC_005465"
"A_24_P174341","CCNT2"
"A_33_P3420347",""
"A_33_P3404934",""
"A_23_P94461","FSD1L"
"A_21_P0003498","XLOC_004062"
"A_21_P0006721","XLOC_008695"
"A_33_P3216605","TMEM63A"
"A_33_P3242703","RAD52"
"A_21_P0001659","XLOC_000027"
"A_33_P3291579","PAX7"
"A_23_P30264","IPO11"
"A_23_P366216","HIST1H2BH"
"A_33_P3326427","OR4A16"
"A_19_P00316286","LOC401320"
"A_32_P84009","CMTM4"
"A_21_P0003298","XLOC_003235"
"A_33_P3287348","CHN2"
"A_21_P0003836","XLOC_003555"
"A_21_P0002979","XLOC_002709"
"A_33_P3214129","LOC728061"
"A_23_P168916","CA1"
"A_33_P3220167",""
"A_23_P130482","ZNF211"
"A_21_P0003033","XLOC_002821"
"A_33_P3705275","DPY19L3"
"A_21_P0013719","XLOC_l2_015140"
"A_33_P3272593","CTPS2"
"A_33_P3379680","OR2A5"
"A_23_P316531","GPR25"
"A_32_P81768","TMEM167A"
"A_33_P3327290","DCAF4L1"
"A_33_P3335725","INSR"
"A_33_P3364884","PDHB"
"A_21_P0006568","XLOC_008039"
"A_23_P362759","PRDM5"
"A_21_P0002168","XLOC_001342"
"A_33_P3246203","LOC148696"
"A_33_P3416291","C18orf63"
"A_19_P00322624",""
"A_33_P3346073","SRL"
"A_21_P0006408","XLOC_008111"
"A_21_P0014743","LOC100652867"
"A_21_P0006419","XLOC_007953"
"A_21_P0002119","XLOC_002400"
"A_33_P3296099",""
"A_33_P3406047","NLRP4"
"A_21_P0009487","XLOC_012693"
"A_23_P204395","AACS"
"A_33_P3285629","DNAI2"
"A_33_P3303086","HNRPLL"
"A_24_P220058","MAPRE1"
"A_21_P0014312","LOC100507303"
"A_23_P126706","ANGPTL1"
"A_21_P0010234","XLOC_013914"
"A_33_P3326165","INS-IGF2"
"A_33_P3362034","FLJ46300"
"A_32_P226149","YWHAZ"
"A_23_P356109","ATXN7L1"
"A_23_P17695","SLC37A1"
"A_21_P0008019","XLOC_010707"
"A_24_P313822","PAK4"
"A_33_P3240976",""
"A_24_P675386","C11orf58"
"A_33_P3397743",""
"A_24_P206317","HDAC9"
"A_33_P3232339","LOC100129119"
"A_33_P3415500","TRIO"
"A_21_P0012466","XLOC_l2_010405"
"A_32_P33576","OPRK1"
"A_23_P91702","EIF3D"
"A_21_P0006145","XLOC_007349"
"A_23_P47208","BANF1"
"A_33_P3373185","LOC399744"
"A_23_P144020","CNTN4"
"A_24_P324674","LY9"
"A_21_P0003328","XLOC_004155"
"A_23_P3514","C16orf80"
"A_21_P0000970","XLOC_000181"
"A_23_P94095","ANKRD46"
"A_33_P3253131","LOC729444"
"A_33_P3278347","C21orf88"
"A_32_P64598",""
"A_33_P3342448","ANK3"
"A_33_P3289338","LOC100131346"
"A_23_P337875","PAQR3"
"A_24_P135748","GRTP1"
"A_21_P0007124","XLOC_009147"
"A_21_P0010557","XLOC_l2_000417"
"A_23_P68730","PDXK"
"A_23_P430948","ATP13A4"
"A_33_P3230748",""
"A_33_P3328882",""
"A_21_P0002716","XLOC_003226"
"A_32_P78783","ZNF778"
"A_24_P132813","OPALIN"
"A_23_P161004","NR5A2"
"A_33_P3380917",""
"A_33_P3362491","HTR3D"
"A_21_P0011795","XLOC_l2_007270"
"A_33_P3235546","RIMS3"
"A_33_P3382267","SEC16A"
"A_24_P169634","MBL1P"
"A_21_P0002325","XLOC_001776"
"A_33_P3468365","LOC440970"
"A_33_P3275226",""
"A_23_P35796","PPP2R5B"
"A_23_P370684","TIGD4"
"A_24_P91830","SPANXN3"
"A_23_P401774","ELMOD1"
"A_24_P883629","C2orf49"
"A_21_P0007214","XLOC_009144"
"A_24_P298420","PRMT5"
"A_21_P0006545","XLOC_008208"
"A_21_P0013791","ND4"
"A_21_P0003307","XLOC_003350"
"A_24_P92267",""
"A_23_P48747","DHRS1"
"A_33_P3210909","SEC13"
"A_23_P380901","PTH2R"
"A_21_P0001888","XLOC_001598"
"A_21_P0008356","XLOC_010878"
"A_33_P3464555","LOC283070"
"A_21_P0014214","LOC100507056"
"A_23_P322756","TET1"
"A_33_P3418917","RUSC1-AS1"
"A_33_P3423919","OR2A12"
"A_33_P3357062","DDX55"
"A_21_P0004658","XLOC_005340"
"A_24_P626951",""
"A_21_P0009534","XLOC_012792"
"A_21_P0003049","XLOC_002888"
"A_33_P3268288",""
"A_21_P0010805","XLOC_l2_001483"
"A_21_P0004520","XLOC_004478"
"A_33_P3409625","SORBS3"
"A_24_P203710","FUBP3"
"A_23_P63725","WDR96"
"A_21_P0005056","XLOC_005821"
"A_33_P3361257","NOP16"
"A_33_P3368835",""
"A_23_P92453","GSX2"
"A_23_P6786","TRNT1"
"A_21_P0001501","XLOC_000830"
"A_33_P3242508","ZNF365"
"A_33_P3343720","CELA3A"
"A_21_P0008699","XLOC_011388"
"A_33_P3299865","HIST1H4K"
"A_19_P00316284","XLOC_004598"
"A_21_P0007583","XLOC_009808"
"A_24_P416346","ETV4"
"A_33_P3237874","TROAP"
"A_24_P229871",""
"A_33_P3280575",""
"A_33_P3352268",""
"A_33_P3307363","LPHN2"
"A_33_P3265224","CEP68"
"A_33_P3267651","DZIP3"
"A_23_P125435","GABRB1"
"A_33_P3598466","HSP90AB6P"
"A_23_P88177","SERPINA12"
"A_21_P0007955","XLOC_010464"
"A_23_P316472","DNHD1"
"A_21_P0007229","XLOC_009191"
"A_24_P303091","CXCL10"
"A_24_P98524","PPP3CB"
"A_21_P0011775","LOC100505851"
"A_23_P201808","PPAP2B"
"A_23_P252556","BAI3"
"A_23_P356965","CCDC57"
"A_21_P0014144","LOC100506858"
"A_19_P00812554","LOC100499227"
"A_23_P34382","CLCA3P"
"A_32_P195065","SEMA4F"
"A_21_P0005697","XLOC_006799"
"A_21_P0001431","XLOC_000592"
"A_21_P0004406","XLOC_004863"
"A_33_P3413053","NUBP1"
"A_21_P0004836","XLOC_005166"
"A_23_P16523","GDF15"
"A_33_P3369885","HEATR7A"
"A_23_P302595","C6orf218"
"A_33_P3278191",""
"A_21_P0002264","XLOC_001607"
"A_21_P0004808","XLOC_005937"
"A_33_P3318414","HMHA1"
"A_23_P67952","MYCNOS"
"A_33_P3780572","LOC401164"
"A_23_P91250","ZNF334"
"A_33_P3226135",""
"A_21_P0012980","XLOC_l2_011987"
"A_19_P00810259","LOC100506421"
"A_33_P3408837",""
"A_21_P0002234","XLOC_001511"
"A_33_P3398401","CRBN"
"A_33_P3250253","LOC100131150"
"A_21_P0007021","XLOC_008959"
"A_21_P0000507","SNAR-B2"
"A_33_P3287058",""
"A_23_P200030","FPGT"
"A_33_P3344334","KCNH5"
"A_24_P6825","ZCCHC18"
